listing_id,year,review_count
14015653,2019,7
27353870,2018,2
18408236,2017,22
20831713,2017,4
6845821,2017,9
228911,2015,7
40382152,2020,2
20970644,2019,1
28826364,2019,44
1559435,2019,4
19409936,2017,19
3704050,2018,5
38991183,2020,2
860095,2014,16
8052927,2021,1
21532836,2017,4
5992815,2017,28
26792154,2018,9
43114264,2020,3
4983264,2019,35
8023704,2019,1
40721685,2021,1
28682664,2018,1
6861670,2016,1
9253112,2015,1
27709031,2019,1
28862992,2019,19
19330743,2020,11
5743007,2019,1
20091873,2018,2
11835650,2020,1
40281351,2019,3
10073688,2020,7
18049545,2020,4
29412897,2018,5
10043483,2017,49
432992,2012,9
37828682,2020,3
2534848,2015,11
95009,2019,1
164216,2013,9
29766984,2019,2
30270078,2018,4
22321716,2019,49
18513304,2017,5
34757696,2020,15
7708707,2015,3
29234665,2018,4
924693,2019,1
17878851,2017,3
46586376,2020,1
11116758,2020,3
39045438,2019,6
10587126,2019,33
30269801,2020,1
6894364,2016,1
20896596,2017,1
13583929,2017,15
6871640,2017,3
15939520,2016,1
39837969,2020,11
10460113,2016,16
19364480,2018,72
5845228,2019,9
3164101,2015,5
60296,2014,1
16903309,2017,6
39031849,2019,14
21744060,2018,8
5328472,2016,17
4247915,2020,4
4021686,2019,10
1136124,2018,32
19541138,2017,1
26121895,2020,2
42260629,2020,2
6986367,2019,12
2113739,2015,5
33833769,2019,1
6506565,2019,4
37116275,2020,1
45153169,2021,7
3734672,2017,8
23458427,2018,11
21319366,2017,14
16859099,2017,6
12700044,2016,21
4979661,2019,7
9904517,2020,1
37033801,2019,2
19231641,2018,1
33151019,2019,19
31718102,2019,12
5639230,2018,1
41005955,2020,1
1563145,2021,1
6953808,2016,2
13044269,2017,3
24082388,2020,1
31577817,2020,3
8316806,2016,2
20177841,2018,7
1684765,2015,41
37411267,2020,41
21975138,2020,7
26971173,2019,3
36223044,2020,1
28199441,2018,1
7107964,2015,1
14446717,2020,5
26350172,2019,20
9899970,2019,14
13061467,2020,3
1465173,2015,12
38543770,2019,3
4735382,2016,1
28459419,2019,1
4880542,2021,1
40391051,2020,1
11392895,2017,4
6219340,2017,1
33316662,2019,10
21273425,2019,50
3509923,2016,16
20721817,2020,10
21275654,2019,16
10481353,2016,35
9339782,2016,8
22699135,2019,25
20504222,2017,3
33331596,2019,4
17685229,2017,2
26808271,2020,1
6734949,2015,19
36989256,2019,12
5560024,2020,7
39587325,2019,1
38206371,2019,3
6214350,2017,3
2481912,2017,4
7517614,2015,3
29158689,2018,8
45456288,2021,5
17933699,2018,11
10802842,2018,1
5758234,2015,17
13807013,2018,9
16636716,2017,1
772362,2013,44
9481223,2017,10
9347450,2016,1
33920261,2020,9
39572309,2019,7
27712269,2018,26
45285334,2021,1
37899213,2020,6
1067460,2014,11
15858590,2018,4
2881042,2016,10
80493,2020,8
18406606,2018,1
525128,2016,20
20689940,2017,5
2035203,2015,13
3444834,2016,1
283699,2013,5
14945106,2020,10
10253315,2017,60
12307393,2020,3
8966619,2018,15
46273158,2021,1
4876179,2019,84
30788962,2020,8
13308276,2016,8
46104254,2020,3
27949491,2019,44
1939757,2016,3
148825,2012,3
8274516,2020,9
37589745,2020,1
15328242,2019,21
37773891,2019,11
846394,2019,16
18368288,2019,8
7365485,2015,4
14035578,2019,2
42385680,2020,1
16276430,2017,1
14102565,2019,5
28581228,2019,1
23462912,2018,1
16990750,2020,19
17589764,2018,1
3167936,2015,1
17983147,2019,10
15504778,2017,1
2719640,2016,8
40631681,2020,6
43220422,2021,1
3838791,2018,1
38407216,2020,42
6216029,2019,5
32624130,2019,24
907739,2014,12
40859723,2020,1
7556713,2019,1
6268720,2017,39
14907047,2018,33
5825027,2020,2
4227554,2018,29
1852927,2018,24
10731863,2018,1
6353956,2021,1
10798180,2018,6
19486857,2020,5
1981074,2015,1
14696005,2017,5
38525050,2021,2
877521,2020,2
46641207,2020,2
2730102,2015,3
30439773,2019,4
11086017,2018,17
26628157,2019,3
32873440,2019,12
39782747,2020,12
43654804,2020,1
5431309,2017,5
41026711,2020,4
33453368,2019,15
16431168,2017,35
62891,2017,15
10636588,2017,12
29050485,2019,1
42310681,2020,10
3782441,2018,5
38180724,2021,1
12318502,2016,5
11558285,2020,1
38466632,2019,13
35157604,2020,11
39953850,2020,23
13491109,2021,1
36217497,2019,8
12910395,2016,25
2910802,2016,2
15399399,2016,2
4264127,2018,5
15211435,2017,7
18982369,2018,42
47963151,2021,1
24965929,2018,3
14228817,2018,27
3751048,2019,2
2934983,2015,15
24868228,2018,1
13412424,2017,2
811670,2015,6
4763087,2017,50
28826482,2019,1
756458,2013,16
26046052,2019,30
909910,2019,13
231654,2017,4
17918615,2017,2
10983673,2017,28
30942355,2019,19
14075813,2017,1
4591790,2021,1
2985142,2019,29
29235497,2018,16
23064063,2020,1
14472272,2021,4
18970569,2017,9
30785348,2019,18
10371607,2017,71
7292885,2020,1
125163,2013,1
577586,2013,10
10301601,2018,27
11398803,2016,7
5503931,2017,32
28684032,2019,8
6947658,2016,1
32635135,2020,6
38083064,2020,4
841184,2018,18
7449563,2017,4
493569,2013,8
5412111,2015,1
16529618,2017,105
11665547,2016,4
40383090,2020,4
13788723,2021,1
2562384,2016,3
23317243,2018,14
7747971,2016,11
12927801,2019,17
41890989,2020,2
26391060,2018,3
39057553,2020,12
256695,2014,24
38216322,2020,1
10159718,2017,1
24386358,2018,9
1772732,2016,13
44264929,2021,2
3245813,2015,1
11730542,2018,5
9070618,2016,10
14539106,2016,5
21306082,2020,1
15692847,2017,8
16499004,2020,2
9534223,2017,70
6005868,2017,6
26557748,2019,7
43401450,2021,1
39216818,2019,17
22153453,2018,16
2124808,2017,8
45671894,2020,2
19829650,2018,8
27769765,2018,15
674274,2015,48
13410013,2019,38
27003618,2018,3
26897171,2018,7
2638223,2015,1
6352959,2016,1
36267244,2020,44
12219918,2019,18
679886,2019,13
28537313,2018,9
27369036,2018,21
18286972,2018,2
11708326,2017,2
21173134,2020,1
259857,2019,29
471729,2021,1
31392306,2019,13
797406,2012,1
1810564,2020,2
11496607,2016,19
27768451,2018,2
9207121,2016,11
4274670,2017,8
1669918,2013,1
26062216,2018,14
13989246,2016,1
11778736,2016,1
12315460,2020,10
8183112,2016,1
11635867,2016,2
40242513,2021,2
316449,2015,26
35568751,2019,1
26151927,2019,216
80301,2018,4
12747513,2018,3
27402263,2019,17
26409692,2018,1
16433080,2018,6
27703584,2018,2
46256756,2020,1
44635701,2020,2
1131124,2013,3
48028184,2021,1
23363228,2018,3
3509572,2019,1
42833287,2021,1
8397019,2019,28
5095164,2019,1
42128766,2020,1
20901798,2019,2
17680909,2021,3
7651722,2015,3
4451287,2016,4
26289006,2018,1
30029525,2019,4
4598493,2016,47
790402,2017,4
4180044,2017,8
26493065,2019,2
742497,2013,1
3901965,2014,11
5506550,2015,6
32868498,2019,18
23987126,2018,7
13221400,2017,29
2491695,2017,9
22209216,2018,19
46423670,2020,1
19279660,2018,57
65813,2014,1
3489870,2017,1
25870840,2019,5
20903272,2020,1
8834758,2016,61
298622,2013,6
6741326,2016,11
212853,2019,23
28001149,2019,4
35341606,2020,5
2211837,2016,15
14050002,2020,1
14297700,2018,1
21357738,2019,38
1147882,2020,11
546041,2020,2
9570924,2020,19
21563990,2019,99
5488209,2020,20
24901346,2018,46
3706218,2014,4
520891,2019,21
20860299,2019,11
2749087,2018,31
12225481,2018,20
35532060,2021,1
38806865,2020,51
14024883,2018,86
31810378,2020,3
35209808,2019,2
2255384,2017,6
21383288,2019,16
9604211,2017,9
8356193,2019,3
2777748,2015,2
10096352,2016,2
5367519,2016,106
23251775,2020,2
33699968,2019,1
11247529,2020,3
28737233,2018,1
5195552,2015,8
409028,2020,1
36461674,2019,1
10458770,2018,43
30903421,2018,4
37709413,2021,3
5849499,2018,3
2509710,2018,18
1201804,2017,1
10486984,2016,21
3283626,2020,1
33061311,2020,31
12086518,2018,22
40309135,2019,9
34112428,2019,18
35803680,2020,1
12672036,2016,1
35573658,2019,11
2127713,2017,8
41484700,2020,46
1808461,2018,49
12169557,2019,7
35179157,2019,54
21978162,2017,2
39012454,2019,1
137048,2018,7
7337128,2015,11
25402001,2020,1
6345008,2019,35
4729973,2018,2
14051749,2018,4
44477235,2021,1
7567819,2019,6
25484398,2019,1
15464111,2017,1
5783384,2019,1
22431770,2021,7
12344456,2020,24
19874803,2019,3
17485411,2017,3
3569467,2015,46
3988362,2019,41
8461188,2019,50
629373,2013,4
18415505,2019,4
25683431,2018,16
30279712,2021,2
27627627,2018,5
255221,2013,9
34003893,2019,14
1123737,2019,14
2967716,2016,1
27586912,2019,5
3998759,2016,8
181917,2014,9
4745023,2015,5
12884409,2017,12
10565125,2016,6
8627973,2021,1
13637203,2018,1
15039238,2019,2
12908601,2019,16
13240263,2019,5
36835340,2020,11
33009,2013,30
19388424,2021,1
10429635,2018,43
10803401,2016,1
1161110,2014,2
11984804,2017,2
26343233,2020,1
14033158,2017,44
19159990,2020,19
13678737,2016,6
3850928,2016,6
22019051,2017,2
19852750,2018,2
812387,2015,39
386997,2019,25
36573397,2019,1
8857640,2016,31
41603969,2020,10
15541026,2016,1
43413628,2020,1
38673557,2020,6
36279574,2019,1
9662807,2018,10
30957010,2018,1
26099263,2020,5
9583474,2016,29
14065938,2016,7
572636,2015,3
35482378,2020,1
12872667,2016,3
16274820,2019,30
15268282,2017,18
775658,2016,3
5828699,2015,26
19723699,2017,23
38326998,2021,2
14357157,2021,2
43947035,2021,5
444101,2020,2
21362589,2017,8
3718744,2018,6
103760,2017,31
13902088,2017,3
7428521,2017,20
17708541,2019,61
6211082,2017,15
861167,2020,10
11315999,2018,13
38667434,2019,1
32585442,2019,22
8777269,2015,1
10023230,2017,1
21233660,2018,6
21869953,2019,8
1170780,2014,8
46703187,2021,1
24563046,2019,1
2263265,2014,15
23005014,2019,45
45152717,2020,1
14954521,2020,4
19941924,2020,2
698825,2020,11
20479328,2018,4
13635917,2019,4
27665740,2019,10
15892861,2017,12
29071586,2018,7
39737296,2019,4
20738147,2020,1
47701400,2021,1
6609762,2019,31
33872478,2019,4
20585841,2018,19
15240543,2016,1
6488191,2015,6
19301036,2018,13
43715880,2021,4
26380705,2018,4
11857197,2018,56
13201169,2016,16
19393824,2018,6
17157280,2019,31
4083049,2016,2
34922770,2019,6
18683333,2019,1
47050975,2021,3
5465227,2015,16
23610529,2018,2
512209,2019,4
1836007,2015,12
20898263,2018,14
17119079,2019,36
21893176,2019,2
38019110,2019,38
46576957,2020,1
5181101,2019,38
28061090,2018,3
12559672,2017,10
8265901,2016,20
9946352,2016,11
8711880,2017,21
31759757,2020,7
24387893,2019,4
27194644,2018,1
32315953,2020,15
289647,2015,16
618916,2015,3
43039711,2020,3
30254728,2020,6
19602846,2017,3
2508774,2018,15
29570067,2019,3
9110999,2019,3
255078,2014,1
1511285,2014,2
22528079,2019,6
27519196,2018,4
25103243,2018,1
4872894,2020,14
9282987,2016,2
20451366,2017,3
34488478,2020,15
45741329,2020,1
6410814,2015,10
17814004,2019,4
580911,2013,12
45894675,2021,10
10515869,2019,27
29857392,2018,4
27963444,2019,40
35970094,2020,8
24376978,2018,3
22064126,2017,3
22181763,2018,1
9554839,2020,50
26844274,2019,2
3494585,2016,2
794535,2015,3
9466507,2019,1
6085720,2019,1
5757704,2018,15
37017718,2019,21
31553657,2019,11
2003574,2016,16
1685303,2020,1
40016202,2020,2
1758915,2019,4
40558048,2021,1
6593537,2016,11
39519577,2019,3
41912504,2020,4
22256196,2017,1
34014527,2020,1
22153425,2019,25
14496976,2018,16
9719192,2015,2
22573,2013,14
2271792,2015,9
798038,2013,16
4605840,2019,15
31962980,2019,51
15902294,2016,1
5364954,2015,1
6537044,2015,33
2299419,2018,5
19592329,2017,13
6997272,2016,3
11968958,2016,4
19276299,2017,3
18014605,2018,19
23681698,2018,5
42239948,2020,1
21510107,2020,2
8368900,2017,8
19071216,2020,14
24042844,2020,12
4863511,2015,71
18175137,2018,9
30857082,2021,1
14181,2013,6
36379169,2020,13
10543007,2018,56
34744556,2021,3
18570695,2018,9
8210976,2019,2
11703190,2021,1
27006538,2020,5
7466327,2016,2
15328271,2017,47
24610935,2018,5
1739438,2019,9
19564157,2017,5
19560226,2018,2
12588228,2016,2
18393031,2018,19
105790,2018,16
9308057,2016,49
11115973,2018,17
7766571,2019,61
38492663,2020,18
29806012,2019,28
1148279,2015,16
35519608,2019,1
21405835,2017,3
21969058,2019,30
33106514,2019,4
22183993,2018,1
637830,2019,2
12698900,2017,21
20851210,2020,1
10301601,2018,27
28303033,2020,29
4129992,2014,1
1049588,2015,8
7240684,2015,15
30110525,2019,13
18743716,2020,6
11532333,2018,14
2275575,2018,19
36684735,2019,1
21732439,2019,12
4242386,2019,9
9292083,2017,5
1085675,2018,17
36654505,2019,10
5589418,2015,22
23839332,2018,1
4939710,2020,1
6337395,2017,4
19636727,2017,4
20841792,2017,3
10051665,2020,1
42576651,2021,2
38165671,2019,20
19173011,2017,13
33484115,2019,18
436357,2014,3
1380783,2017,23
26969,2016,36
20994674,2019,2
24276835,2019,10
35871208,2019,4
43530138,2020,2
21957759,2019,56
22349952,2020,1
3401654,2018,30
22919834,2019,1
3231194,2016,1
46034806,2020,7
189135,2013,16
15609178,2016,2
22071148,2019,1
12985723,2017,1
7214177,2020,1
756142,2017,10
33956224,2020,16
16838551,2018,23
39125192,2019,1
24026673,2018,2
41596797,2020,1
26514725,2019,6
21942071,2021,3
38538740,2021,2
26881018,2018,1
21193434,2020,10
16397510,2020,15
40001622,2019,1
2735564,2021,1
11017185,2017,2
16587173,2017,12
1331960,2014,10
16234488,2021,1
27648158,2018,1
36225668,2020,20
22074786,2020,11
13810527,2021,1
13935766,2017,1
19244141,2019,2
22053360,2020,1
6337219,2016,1
27568285,2018,2
14286058,2017,67
23785490,2021,3
18734402,2017,1
139074,2016,1
2708977,2017,30
4815028,2015,6
35752708,2021,1
16991660,2018,19
7641003,2018,21
1421233,2015,12
16222404,2017,7
7155343,2017,18
33114394,2021,4
8682428,2017,1
46106305,2020,2
13490824,2018,45
12843000,2016,5
7144989,2015,3
7608916,2017,9
8528885,2018,12
703593,2014,44
2085520,2019,2
47420753,2021,2
30249168,2018,2
28294472,2019,1
9933650,2020,3
16905325,2019,8
13700928,2017,1
27470188,2019,3
35337045,2021,2
23393409,2019,37
29129289,2019,1
24020883,2020,37
822913,2013,7
6025060,2016,3
32355350,2020,4
34041100,2019,2
2043060,2020,1
42294290,2021,2
42378945,2021,3
5254930,2015,2
27631902,2018,7
1068939,2019,9
19516684,2018,8
24438048,2019,8
1190619,2014,45
6672585,2015,24
27834396,2019,7
8072371,2015,9
8244687,2015,1
14322182,2018,16
1794758,2014,3
28323916,2021,5
4114430,2015,1
28807984,2018,2
13570192,2019,18
690849,2014,3
681599,2015,9
32244701,2021,8
19476873,2020,5
31485667,2019,7
10093032,2017,1
32242547,2020,2
17112952,2017,9
11304613,2021,4
47281301,2021,1
33417673,2019,37
29533841,2019,25
11066956,2017,38
7024138,2020,18
4306960,2020,3
2409397,2020,1
13383290,2016,3
11648166,2016,26
30417877,2020,9
40981096,2020,16
21764245,2019,11
13953971,2017,24
30850398,2018,1
41467193,2021,1
30811962,2018,1
5265903,2016,1
7365485,2016,5
30402581,2019,10
19999527,2019,35
2921269,2020,1
2594794,2019,33
1381531,2013,2
16057530,2018,3
8059056,2019,4
27901026,2019,14
17793211,2018,16
7904001,2019,8
17088326,2020,12
31469254,2020,17
7070330,2016,2
19072365,2018,32
24878664,2018,7
25108094,2019,28
38398400,2019,4
1144728,2016,31
23106279,2020,9
46287849,2021,5
5759505,2018,22
4880464,2019,1
3917500,2017,21
4844768,2019,1
20589334,2018,17
9578622,2020,1
1499119,2020,14
23810507,2019,47
36036954,2020,1
28630898,2019,7
7501292,2018,13
14165360,2018,2
23135,2017,33
16225006,2017,34
1731683,2020,32
4321500,2015,15
31620086,2020,1
38538676,2019,3
16108155,2017,78
1598012,2017,4
17794367,2018,24
4816505,2018,1
6965620,2018,11
28476957,2018,1
31612691,2020,1
5028556,2019,3
213667,2020,6
40396234,2020,15
3451456,2017,11
6280610,2016,1
30068607,2021,8
773993,2014,22
31641341,2021,1
759592,2019,9
13430252,2017,24
347820,2013,28
23785835,2019,1
40757979,2019,2
3398721,2015,66
679794,2019,8
2845092,2016,22
41239706,2020,1
27366352,2020,3
11694178,2020,7
11999017,2020,1
41889937,2020,3
11197931,2020,1
1637627,2017,21
35478633,2019,2
30298409,2019,3
3051066,2017,22
24066882,2020,8
19007273,2017,20
5350028,2016,27
17717424,2017,1
34566056,2019,12
11584499,2017,8
29219909,2018,2
34483425,2020,109
43587479,2021,1
5641625,2018,1
33993,2018,23
40104325,2020,1
2846165,2018,1
8914142,2018,1
40697753,2019,3
11353180,2016,4
17360353,2020,24
24071423,2019,43
7810607,2015,7
42058693,2020,4
8944086,2018,2
6215442,2018,2
7725395,2017,59
34158207,2020,12
15044811,2019,22
17765841,2018,7
24095015,2020,2
18212711,2017,15
35973970,2021,1
472700,2019,40
6070709,2016,11
21136529,2019,1
40963804,2020,57
9041081,2018,26
6123758,2017,2
13964812,2019,25
15549455,2019,23
30817391,2020,1
30245683,2019,22
5323318,2015,1
41855209,2020,5
18622425,2017,63
17245663,2017,1
15294297,2018,19
21943788,2018,30
20717,2018,2
288359,2012,6
24437554,2019,1
16031693,2016,1
21508251,2017,1
25626050,2018,2
26928760,2018,35
7172750,2015,3
34887662,2019,23
21180521,2018,1
2410793,2019,20
4117442,2017,9
11537035,2017,32
10702506,2016,4
10303815,2021,2
35807543,2020,1
15352735,2016,7
30413490,2020,1
23148394,2020,1
4813668,2016,1
24352750,2021,1
15837064,2017,2
1308997,2013,4
17547828,2017,1
41106,2014,8
19304427,2017,10
910981,2016,2
17363738,2019,4
27921952,2019,13
1567495,2013,7
19261513,2017,24
30039524,2018,4
15862223,2020,1
11647350,2016,1
2472488,2019,1
3452476,2017,9
3840324,2015,7
32158700,2020,19
31062290,2019,3
21002602,2018,5
29286697,2019,14
126816,2011,1
16948605,2017,2
35459412,2020,2
235858,2016,5
6814586,2015,10
39247704,2020,11
5089965,2017,5
33410995,2020,77
16226219,2017,6
4185553,2016,7
3301997,2014,5
4466536,2015,1
34392714,2019,22
35701094,2019,3
43856936,2020,20
1289565,2017,4
28051594,2019,12
3534385,2020,23
14674816,2019,4
325429,2018,15
17399810,2019,7
21234534,2020,2
6432262,2017,3
23132874,2018,4
7354433,2019,11
27500528,2018,2
40064564,2020,1
12220711,2020,8
25085786,2019,15
23811693,2018,4
30110361,2019,4
16252444,2017,2
7091173,2019,12
9600379,2019,11
1364205,2016,1
7133865,2015,12
3790888,2016,4
225354,2014,2
16967042,2019,3
36502294,2021,2
2100233,2019,27
29788997,2020,1
34945705,2020,7
25775226,2019,18
16742694,2018,13
25369036,2018,2
446497,2016,2
33421406,2019,16
8658299,2018,12
30813436,2020,5
46158517,2021,3
6311858,2019,15
19303797,2017,10
8082577,2019,4
398313,2016,17
13647565,2017,1
41774111,2020,16
21261607,2019,5
11629362,2016,7
13099819,2018,1
9082051,2018,2
43843432,2020,1
1190188,2013,1
7635170,2021,1
23771046,2020,7
40208447,2020,6
40145455,2020,30
13916559,2016,20
4738195,2017,3
8227389,2016,2
32063540,2020,2
8266288,2015,1
2598895,2017,20
9439760,2019,3
295715,2019,2
37038910,2019,5
33284076,2020,5
30438588,2019,22
35728506,2019,2
4133131,2016,1
31306001,2021,2
297611,2018,1
23138478,2018,53
1253351,2014,12
1947400,2014,2
14289631,2017,7
4397025,2016,2
24909208,2020,2
19659553,2017,3
44407199,2021,3
42377300,2020,2
38542625,2019,8
24645345,2018,23
29706358,2018,2
23570181,2020,2
17866206,2020,19
2138019,2020,4
733484,2014,4
32101749,2020,13
6781344,2019,1
4514150,2017,28
1774152,2019,33
18382445,2018,2
26948374,2018,20
23070423,2018,5
21316089,2018,7
22835566,2019,5
908653,2020,15
13636887,2020,4
17587982,2018,46
27703016,2018,9
23173171,2019,7
19156677,2017,32
22331017,2019,1
911440,2019,1
27616142,2018,8
15927071,2018,23
10141999,2016,1
1494527,2013,17
30237756,2019,4
38334779,2019,2
8638592,2017,23
9097926,2018,54
2824652,2020,1
30545644,2019,19
12854176,2017,32
22830140,2018,23
21070475,2020,1
30560468,2020,4
15105110,2019,47
19259820,2019,2
2435374,2015,7
6351303,2017,37
408983,2020,6
3584919,2015,2
27424663,2018,9
6973168,2019,3
19303492,2019,55
8035760,2015,2
15051921,2018,35
36208137,2019,13
24020350,2018,4
45086554,2020,3
30131285,2021,3
6656731,2015,31
45322008,2020,7
2786954,2018,1
24287062,2021,1
30282142,2018,1
401569,2015,3
46901242,2020,3
3091333,2015,7
15754497,2018,68
32568265,2021,1
1966526,2016,4
30911456,2020,11
29095271,2018,2
3075861,2018,17
25994627,2020,4
6888735,2019,8
40590721,2019,1
13158815,2021,1
23769540,2018,49
6334236,2019,12
28476337,2019,9
505425,2015,8
7924997,2018,1
11431285,2020,12
4106042,2019,3
14905450,2018,25
19882986,2020,8
42026184,2021,3
9845054,2016,18
20808119,2017,16
13499230,2019,84
12147043,2019,13
2187108,2018,29
21918456,2019,53
27779367,2019,1
7097,2012,9
21877951,2020,1
796477,2017,23
46420982,2020,9
12207833,2020,6
5172364,2015,6
22054858,2018,2
16397363,2017,4
13854881,2019,63
46089962,2021,1
10182064,2021,1
39876677,2020,4
6977204,2016,11
10540383,2018,37
7793977,2016,1
991303,2013,3
24136172,2018,10
19430074,2018,1
