listing_id,year,review_count
861167,2013,42
33011906,2019,12
18251791,2019,49
13350990,2017,3
5999103,2016,1
14673752,2019,30
22300981,2017,2
36875959,2019,10
30927311,2020,2
17414662,2017,13
40411790,2020,4
1005675,2020,4
38196282,2020,4
1036498,2020,4
6110739,2020,1
34252029,2019,1
16687377,2020,12
30372332,2020,10
9203848,2019,48
3251851,2020,12
2548435,2014,19
1101224,2019,4
12662245,2020,4
9614785,2017,39
275625,2015,7
26248561,2019,40
9010342,2017,25
33123766,2019,5
4678585,2015,2
669640,2013,3
45631828,2021,1
45638455,2021,3
3360917,2016,6
11402277,2020,30
4969806,2016,8
4534428,2015,6
5433746,2018,25
46887181,2021,3
33420623,2020,5
4444658,2020,1
31530023,2020,2
14243671,2017,10
15111481,2017,37
35621740,2019,2
39153742,2019,1
14817571,2019,10
28710082,2018,1
9620896,2020,4
39520401,2021,3
20557068,2019,35
4973030,2017,13
41216473,2020,15
19805393,2017,15
17703494,2018,19
3776336,2014,2
20415622,2017,1
7749472,2019,2
10371705,2018,3
2948871,2019,11
38485330,2019,1
14704794,2020,1
621314,2017,12
2726547,2015,5
45654507,2020,6
46476417,2020,2
786162,2015,1
8394748,2019,14
42954940,2020,2
5081215,2021,4
19701132,2021,2
22360225,2019,10
24321727,2019,23
21172924,2017,7
9136814,2018,3
5240882,2016,2
22014355,2020,1
24677926,2021,3
31976941,2021,1
5711804,2016,5
2025848,2014,3
1464718,2019,3
31626919,2019,8
23617677,2018,3
6303068,2019,15
4077090,2015,28
23877916,2020,5
43999783,2021,1
4124073,2016,5
25262298,2019,23
10850026,2016,14
28100121,2020,1
33111796,2019,2
16131209,2016,2
13679826,2016,1
303749,2019,18
10434922,2018,1
21486134,2019,1
32784419,2019,13
41689521,2020,2
18630285,2019,6
34665010,2020,11
18090451,2019,54
34655317,2019,9
32910168,2019,20
2076458,2015,16
41602705,2020,11
27155099,2020,2
34409840,2020,3
7550381,2019,1
33151223,2019,13
2567143,2017,8
30580857,2019,27
40147952,2020,2
19323131,2018,1
11712349,2018,19
21195313,2021,1
29007613,2019,29
4526486,2016,3
39876770,2020,1
1147741,2016,44
29210994,2019,2
22208163,2018,1
30563159,2019,1
3704992,2014,1
29844760,2018,5
28129668,2018,2
15297775,2019,71
71866,2019,3
1427969,2018,4
26096203,2020,2
46638501,2020,1
38022942,2020,1
17665855,2018,30
1614221,2020,21
7373736,2015,2
908218,2015,19
14869215,2016,4
30712032,2020,17
33154264,2019,28
9544410,2017,22
28738598,2021,1
10468896,2016,21
542440,2013,27
10753714,2017,2
24665092,2018,9
16613478,2017,1
8975201,2019,38
3792734,2014,19
11803765,2017,17
18007745,2019,2
10799101,2019,10
14076444,2017,2
12371702,2016,22
2768408,2014,3
19600632,2018,1
615929,2014,3
22027063,2020,1
46849840,2021,1
4027136,2014,6
3665855,2015,3
16901753,2017,10
20933806,2021,1
1987701,2019,1
20874785,2019,72
16178448,2020,10
13544467,2018,2
543694,2016,3
32422917,2019,23
7315172,2019,10
1877613,2018,74
8838296,2019,3
447142,2019,2
15078264,2017,16
2727401,2017,13
16510862,2019,3
14226141,2016,1
5197176,2015,16
16330737,2018,6
3663178,2018,55
570333,2012,1
19335532,2019,9
16390535,2019,10
658515,2013,10
17042084,2017,61
32188915,2020,1
42109353,2020,2
16263631,2020,8
15212312,2016,2
5323318,2017,13
1536522,2014,2
4195083,2017,3
31984141,2019,42
33142294,2020,6
41390918,2020,2
1095577,2018,3
29826771,2019,2
42993918,2020,1
19946005,2021,1
33590746,2020,4
1379166,2020,9
10702506,2017,3
19845373,2017,16
23812878,2020,1
8390188,2019,65
10815957,2019,52
5820350,2018,44
15524047,2017,1
9621049,2019,4
384924,2013,7
38063892,2019,2
34992682,2019,7
34803516,2020,17
39273258,2019,2
29363184,2019,11
2093481,2019,12
3883020,2017,16
46711112,2021,5
20439192,2020,1
11337462,2017,1
29005010,2019,1
15564429,2017,2
32136251,2019,2
46420982,2020,9
20456442,2018,8
1549055,2017,31
28314576,2020,1
30819886,2019,2
1810317,2021,1
23303480,2018,1
9623908,2017,72
4610712,2016,6
45109041,2020,5
15460515,2020,3
18035421,2017,24
6256470,2016,8
10170491,2021,3
26150465,2019,46
17317366,2017,29
23244509,2019,9
2630655,2014,1
28250646,2020,11
17744493,2018,47
26123851,2019,1
1184464,2014,4
23833750,2018,6
18853160,2020,1
17553020,2017,35
26095779,2019,2
24536148,2018,3
322004,2021,3
23990158,2018,7
14322346,2016,22
9489716,2020,9
7071582,2015,3
7516218,2018,5
4545167,2018,21
23045850,2020,8
12057358,2018,10
3631906,2020,1
40197039,2020,3
4810392,2017,12
8995042,2016,8
3919056,2021,1
24729169,2019,8
36821373,2019,8
21676218,2020,11
7556269,2015,16
22318704,2020,3
13221331,2018,1
19655546,2020,4
3949322,2020,3
27960474,2019,23
30935466,2019,3
19303492,2017,26
15737421,2018,5
2261835,2015,22
16967236,2020,1
23899461,2019,1
37427625,2019,4
15939615,2018,3
18813227,2019,45
15219898,2019,2
17732684,2017,4
10076879,2019,20
8302345,2021,4
10489240,2017,22
45684455,2020,4
11817574,2017,1
21829851,2020,4
19120049,2019,10
45949501,2021,4
39699359,2019,1
43498605,2020,2
23570364,2020,1
11452051,2016,44
40414614,2021,8
16529936,2017,16
19003771,2019,12
21638709,2018,70
19335065,2019,48
30426124,2020,4
13622705,2018,15
34558453,2019,6
39188047,2020,15
10714053,2018,18
17342720,2018,34
9979884,2016,11
36652331,2020,1
37259852,2019,11
10585822,2019,45
4735696,2019,2
28302570,2019,10
42182114,2020,1
21282498,2019,3
13162432,2016,18
2838442,2021,1
13806947,2017,2
9041698,2017,6
36711836,2019,32
2712793,2019,2
25383052,2019,32
21631654,2018,10
18617861,2018,21
31115484,2019,7
18621506,2018,41
16858578,2019,15
15608485,2020,7
36593705,2019,5
33673659,2019,3
35226628,2021,2
7528590,2015,1
270139,2019,1
34543054,2019,7
14491737,2017,4
13634125,2020,1
13768704,2019,3
13231566,2018,7
326832,2016,6
24242200,2020,15
34490399,2019,3
3454070,2017,12
23989565,2018,5
1458447,2013,16
22550239,2020,3
26023438,2018,5
26735808,2018,2
35595727,2020,7
4504969,2015,1
22645286,2021,5
19876292,2017,3
409226,2013,15
3584919,2018,17
39758608,2020,5
41530947,2020,1
29151138,2018,2
11086887,2020,6
25577292,2019,31
23307750,2018,12
13500796,2021,1
22203909,2019,71
1092380,2014,19
4684248,2016,4
41693188,2020,2
12555345,2016,1
35573048,2021,4
13194117,2016,3
4572031,2019,7
45703100,2021,5
20932180,2018,17
21824750,2020,5
28570673,2018,2
35837004,2019,13
1724741,2019,7
27992159,2019,48
14212023,2017,8
17866302,2019,7
1304486,2019,39
15800744,2020,10
15790056,2020,19
17274416,2018,43
44146229,2020,2
18088216,2017,54
45453983,2021,4
11426192,2020,2
42460318,2020,4
19774165,2019,37
13184309,2017,1
33484545,2020,1
14645279,2020,5
8837432,2016,1
24012480,2018,18
46751540,2020,1
767562,2016,14
3437849,2015,6
16687970,2017,6
19749431,2017,12
3057573,2016,29
1303580,2014,2
1226009,2019,3
8603570,2018,15
5182369,2018,39
7962507,2018,19
8955630,2017,34
42408033,2020,7
9613800,2020,19
17836294,2017,12
1403501,2018,48
29951374,2020,4
18037353,2017,43
31641843,2019,1
15424010,2018,131
16913104,2020,10
3666913,2018,22
5714902,2016,4
12130679,2020,3
15812534,2019,16
18975743,2019,1
36311687,2019,19
32677822,2019,51
47233233,2020,1
45064485,2020,2
12639342,2017,8
484371,2017,10
13530537,2016,1
29487723,2018,1
18816777,2019,7
37568308,2020,1
27525438,2019,25
9763289,2021,1
4580762,2020,1
33192154,2019,42
8348267,2018,13
45589947,2020,8
11123966,2018,2
30112562,2019,2
11605266,2016,15
36213825,2020,12
22376759,2017,1
2469284,2015,32
15895759,2020,1
21913588,2017,1
15263859,2017,40
36406265,2019,3
34478278,2019,3
25246771,2018,10
5702647,2019,2
21620129,2019,16
13583557,2018,28
5832921,2015,6
6012516,2018,2
37139503,2020,5
21303119,2021,3
26524679,2020,6
12996742,2016,1
21752607,2020,1
9329429,2016,1
3593381,2015,14
2922197,2020,3
183969,2012,11
15561163,2020,10
22569186,2018,6
2387929,2014,38
24441009,2020,4
2247803,2014,25
13617727,2020,5
2643308,2021,1
33976863,2019,30
18022636,2018,38
9703643,2018,10
3904092,2014,2
9395997,2016,10
22308596,2020,23
34002454,2020,1
11516504,2020,8
7109358,2017,4
24988096,2020,1
15806964,2019,40
43888627,2020,1
45252409,2020,8
4073118,2018,24
44042013,2021,8
42412690,2020,1
16147619,2017,1
47974320,2021,3
40932082,2019,1
27559173,2020,4
26823219,2018,6
23019454,2019,39
35236456,2019,7
25896877,2021,1
672826,2015,3
26243493,2019,2
3321059,2015,19
41549817,2020,2
7342841,2017,8
37353904,2020,11
9426284,2016,51
2757987,2020,1
10648677,2016,4
46246393,2021,1
21450176,2018,20
14942415,2016,13
1089731,2014,4
989228,2018,22
12276819,2020,1
22012819,2020,8
44382074,2020,10
47055621,2021,7
280198,2016,18
1572715,2021,4
197942,2021,1
17487415,2017,32
2505762,2014,30
21522128,2019,3
41984966,2020,36
28576157,2019,7
4790969,2018,3
5108609,2016,32
31623202,2020,4
5074762,2019,21
22871437,2018,7
4285718,2017,15
1268187,2013,6
40208260,2021,2
13317848,2019,5
36575593,2019,25
30542412,2019,23
5443456,2019,4
14102790,2020,1
40019674,2020,1
6452188,2016,23
6361759,2016,1
30291680,2019,1
34340224,2019,3
19748067,2018,8
34907954,2020,12
610308,2019,30
20970022,2018,44
21241079,2019,1
11962612,2019,19
18880583,2018,1
37034361,2021,1
15083176,2017,16
12263092,2020,2
19176479,2019,2
7511293,2018,2
6952120,2015,3
24776785,2018,12
713716,2020,5
17551124,2021,1
35817853,2019,7
45568298,2020,2
31556929,2019,1
42248067,2020,2
13304991,2021,1
30959380,2021,1
8898428,2017,9
42273355,2020,1
45988786,2020,15
18762366,2018,15
12665911,2016,10
21616583,2017,1
285363,2019,3
12513935,2016,4
8029372,2015,11
24048852,2018,21
16177037,2019,32
34432494,2021,1
1273143,2020,2
29144942,2018,6
28090593,2020,3
33617793,2019,1
10102438,2020,34
6160531,2016,6
35941282,2019,4
19364161,2017,10
27516430,2020,12
26441519,2018,17
15436836,2021,5
32886823,2020,1
42669042,2020,1
21393992,2018,14
536526,2019,8
9331514,2021,2
21562842,2019,13
28435989,2021,1
46354006,2020,1
1918551,2019,28
28974953,2018,2
18599352,2020,1
15593555,2018,7
25165952,2018,19
135465,2013,3
7348925,2015,2
12881643,2017,19
22340123,2018,10
31117515,2020,15
19281648,2019,1
888583,2016,1
22752094,2018,10
27466393,2018,5
1036147,2015,2
18973434,2017,4
139330,2019,4
6682900,2020,39
9735494,2016,1
30990726,2018,1
1320302,2015,13
45873244,2021,3
38223581,2019,8
2202772,2018,5
40704239,2020,30
31365769,2019,21
30372795,2020,1
40124762,2019,2
45075384,2020,1
774608,2015,30
20882605,2019,18
29942665,2018,2
2017742,2019,3
22513400,2019,2
32456889,2020,18
33935625,2020,2
20640587,2019,5
1044731,2014,10
13592651,2019,26
19807445,2018,1
14489597,2018,7
30195688,2018,2
17006035,2019,21
32392537,2021,1
10790348,2021,1
30242149,2019,1
31498317,2020,16
22927533,2018,1
3284239,2017,6
9082936,2016,1
4047638,2019,9
2757735,2015,5
37148965,2019,16
11446648,2016,26
5287956,2015,2
32147325,2019,28
7578995,2016,1
5986444,2017,3
617069,2021,1
587827,2015,9
7709224,2016,29
18264166,2021,4
14363860,2016,4
40445550,2019,2
28138842,2019,60
42452403,2021,1
42506364,2020,3
15585926,2018,3
31871621,2020,2
1543250,2015,1
5708304,2016,18
30438095,2018,1
12058556,2017,8
7961923,2018,2
4987110,2018,16
3201626,2016,7
44379434,2021,3
25378571,2018,16
1015224,2013,1
9638697,2018,9
44533754,2020,1
19623559,2017,1
23437793,2020,13
31059670,2018,1
22527885,2019,2
30744515,2021,4
30798014,2021,4
4397056,2014,1
16152758,2016,1
3659544,2021,3
298622,2020,4
30117965,2020,3
20532237,2017,2
30750723,2018,2
12316959,2019,21
322004,2014,14
27703594,2018,2
3650438,2015,55
1392673,2017,1
3165058,2015,5
4012756,2018,8
20689801,2018,6
11495077,2018,12
37153400,2019,3
13658546,2017,20
46251003,2020,3
28542589,2019,1
5711804,2016,5
27862740,2019,2
34771225,2019,1
44180601,2020,13
10718636,2018,9
10048949,2020,32
6582467,2019,2
7618682,2015,5
5396801,2017,16
4544331,2015,1
19760462,2017,12
10870677,2019,18
9465653,2016,1
9854651,2020,1
7059171,2015,3
1656621,2017,38
391955,2020,19
34868066,2019,7
6559926,2018,20
5053522,2016,2
27188637,2020,1
5733293,2020,3
5544688,2021,1
38349555,2021,5
31183757,2020,1
16459951,2019,7
892675,2013,2
35890715,2019,2
8577027,2019,16
36174153,2019,29
42094402,2020,7
18861396,2020,9
40645586,2020,12
44026060,2020,4
9454771,2020,1
33853551,2020,1
47032244,2021,1
38135970,2019,4
17380160,2020,4
16299527,2020,2
3902392,2017,24
9354323,2015,1
4665607,2015,6
24618707,2020,37
12298102,2017,40
24323743,2018,7
8768454,2019,4
957549,2019,6
13595972,2020,2
8223308,2016,3
7610713,2016,79
7974089,2016,1
47750684,2021,1
18929751,2018,5
31242423,2019,23
4349358,2017,68
42611285,2020,1
22553501,2020,3
9749780,2015,3
7746917,2015,1
29795282,2020,4
5657869,2015,3
22535331,2018,11
492866,2017,41
8662920,2019,1
6470704,2020,9
4498441,2018,5
20599393,2019,9
9196840,2016,4
1680202,2014,9
2177004,2016,4
24871506,2021,2
33044251,2020,4
566888,2013,2
20150116,2018,1
7378106,2016,25
39369625,2020,54
7930633,2016,28
9083997,2015,1
40189142,2020,2
4190086,2019,3
33362252,2020,5
16496424,2017,5
45085875,2020,1
13907579,2020,19
12940,2020,4
29000270,2018,1
17424713,2019,25
19584554,2019,7
771702,2013,14
15963749,2019,1
64837,2019,26
46568025,2020,1
14482220,2019,5
27336802,2019,27
24098246,2018,2
22873834,2018,53
36512029,2019,3
237949,2018,11
34599658,2019,47
1474917,2019,12
37553504,2020,2
9313813,2019,4
23672149,2018,10
30938616,2020,1
5611294,2019,11
38898702,2019,8
1336228,2014,31
44472305,2021,7
36592857,2019,4
33240051,2019,21
4251047,2019,37
15052921,2016,1
16589725,2019,2
13261998,2017,9
4594266,2015,1
12363948,2018,32
38926445,2020,1
29049213,2019,55
2045244,2020,3
31714249,2019,4
4667880,2020,5
19152828,2020,4
30767659,2020,13
27217502,2019,12
16178443,2017,5
2031495,2014,1
5740603,2019,31
21550242,2017,3
16591645,2020,9
20209895,2020,12
16154987,2019,5
440509,2012,19
32559129,2020,3
13740023,2018,1
35889205,2020,1
9471919,2017,15
8002414,2020,2
16129700,2017,4
23585144,2019,10
13400437,2021,6
13112297,2017,2
3115160,2016,2
1009963,2020,1
40225782,2020,1
19929215,2017,2
7073927,2015,4
2726547,2016,14
27930399,2018,15
88781,2017,7
11003843,2016,1
21372668,2019,37
19986779,2018,1
13568190,2016,2
752341,2015,23
17671151,2021,2
47882032,2021,3
37808257,2019,1
23693541,2020,15
16784061,2017,18
11129869,2019,3
25536476,2020,2
3609473,2017,2
101397,2017,11
12982455,2020,1
6656731,2019,71
41127473,2020,1
45647175,2021,1
27452410,2020,5
47026299,2021,5
37721627,2020,21
42129341,2020,33
33317462,2019,15
42372783,2021,1
2179459,2020,1
21540391,2017,1
3023652,2016,57
986246,2016,23
1308953,2017,1
12964763,2018,1
40345613,2020,3
6479916,2018,1
12013345,2020,4
16905744,2020,4
16312611,2018,2
1469724,2014,1
4188425,2018,3
2517989,2020,1
5360574,2016,28
16007201,2020,2
35853722,2019,29
961308,2016,63
12806016,2020,13
30682924,2019,24
4293304,2016,27
1134647,2013,4
16173877,2016,2
35469336,2019,1
8212667,2015,1
33947100,2021,1
29504622,2019,7
22547228,2019,36
25810632,2019,8
765765,2020,6
3112953,2017,2
44570625,2020,8
654241,2014,3
43771272,2020,6
3394517,2019,47
14463048,2016,5
9803261,2019,3
18529917,2018,13
46275221,2020,4
22233985,2018,1
1011441,2015,7
2294057,2018,21
26260981,2019,8
21189177,2019,14
9007767,2016,2
24010692,2018,17
10369038,2017,33
39111652,2019,2
3279132,2014,3
371112,2015,9
37048087,2020,35
6187871,2019,7
16079800,2019,20
4520543,2015,16
18396802,2020,2
5320530,2019,9
36016786,2020,2
16853693,2019,2
4281218,2018,3
41260704,2020,11
26939557,2019,39
14384078,2020,43
31144715,2019,21
31910990,2020,3
20744700,2017,1
15796864,2017,22
6257825,2015,10
45752898,2021,5
46736425,2020,1
1981371,2015,16
4604049,2021,5
20718760,2017,20
1189378,2021,6
41657661,2020,2
32669730,2020,2
5386253,2020,1
13326032,2019,1
13466743,2019,2
28193540,2021,3
4284997,2019,76
17964081,2017,18
30803049,2021,1
20669759,2018,11
7207893,2019,3
21056924,2019,3
20313940,2018,13
531455,2012,5
4246738,2016,3
1822289,2013,4
10305681,2017,2
33141938,2019,1
2873388,2014,12
4206920,2015,7
5504333,2015,18
31175570,2020,7
20960412,2021,1
1118803,2013,5
24875045,2018,2
742809,2020,11
24206044,2020,2
20198534,2017,2
36514248,2020,2
12937280,2017,1
38012212,2020,1
16927477,2019,26
20587,2010,2
4915829,2016,2
28780923,2018,7
21608517,2018,37
3649769,2014,7
16612070,2019,40
32166749,2019,9
20703786,2019,18
41409053,2020,1
35203223,2019,4
4100060,2019,32
8795587,2020,7
11722665,2017,55
19973949,2019,5
9186894,2016,2
32166780,2021,1
942877,2017,3
5240026,2019,7
9599285,2019,18
3839717,2014,1
14082402,2018,1
13982345,2018,30
22122198,2019,33
18781283,2018,17
35692728,2019,4
17333122,2020,3
10394716,2017,8
8302347,2020,16
6282696,2018,4
17184449,2017,19
1927075,2013,1
37426113,2020,1
8799167,2019,3
31704413,2019,15
4029162,2017,1
568784,2019,2
7487763,2019,14
23033465,2019,15
11162475,2017,2
24749809,2018,7
26771692,2020,1
17637869,2019,24
261344,2018,4
25444785,2018,9
13144615,2018,116
3643886,2019,4
16702706,2018,1
3778550,2016,6
13267384,2019,1
5027530,2018,2
14030223,2018,2
18065379,2017,8
1788578,2020,1
906229,2014,9
24751871,2018,17
34485699,2020,1
22099367,2017,2
7812430,2017,55
32179831,2019,2
43347893,2020,1
27577865,2019,81
541521,2017,18
10110134,2017,47
4767709,2019,1
44441626,2020,4
20586369,2017,3
37203716,2020,26
42594078,2020,1
6260427,2018,55
589114,2018,2
11412291,2020,10
1206058,2015,25
10165064,2019,62
35960823,2020,15
14972904,2016,9
885706,2016,12
23449279,2018,13
20915950,2018,3
5763820,2019,12
343721,2017,30
42523795,2020,1
22679407,2018,5
8662309,2020,1
1704477,2013,1
21093473,2017,1
3562726,2017,1
13367555,2016,3
2841247,2014,11
1470028,2019,20
28053907,2018,9
268868,2021,3
20614280,2019,13
20326252,2017,12
32024750,2019,3
16764245,2017,26
3970936,2014,1
2965838,2015,8
6202366,2016,31
13766257,2016,2
773478,2016,26
544843,2016,29
1994079,2018,23
43631247,2021,1
30198584,2020,9
109161,2011,25
39980767,2019,1
1827758,2020,5
30348624,2020,38
32640545,2019,4
19202130,2019,76
8290267,2019,8
28922881,2021,2
22085482,2017,1
27462914,2020,51
670454,2019,7
4133131,2018,4
2123079,2015,3
23144396,2021,1
13597333,2016,2
6890621,2020,2
2534848,2016,5
7483184,2019,5
27600710,2019,3
25027349,2020,11
192859,2017,8
30440427,2018,7
2607179,2014,18
27510869,2019,6
23431018,2019,20
18871540,2019,14
18819275,2019,12
39785550,2019,1
19633471,2017,2
34191865,2020,2
15610267,2019,7
1632682,2020,20
18087119,2018,5
406693,2013,14
22008280,2021,1
17187232,2020,4
4387531,2014,1
5605790,2020,4
9532851,2018,26
470500,2014,1
18429435,2018,1
19812338,2018,28
12542485,2017,1
46221394,2020,18
5220801,2016,1
43768917,2020,3
32100077,2019,4
4092244,2017,11
4206536,2016,5
36944190,2020,1
4928428,2015,7
40391243,2020,1
23237466,2019,36
18885872,2020,10
29649824,2019,1
16645717,2018,32
6713742,2015,2
16618791,2017,4
1730811,2020,1
36379662,2019,3
17084099,2019,59
4338541,2017,1
8393935,2015,2
7920170,2018,59
2786528,2015,2
13324576,2016,2
37878418,2019,2
7904279,2016,1
2576509,2016,3
15422083,2016,7
41337119,2020,1
21068188,2018,4
42479746,2020,1
371299,2016,53
258688,2017,1
5686783,2020,2
2988700,2020,1
26363149,2019,10
5880805,2015,24
15574312,2019,8
31706374,2019,69
27945682,2019,29
19967706,2021,1
21851586,2018,27
43920749,2020,7
25432174,2019,3
12236805,2017,4
27433031,2021,2
15852423,2019,12
270231,2014,31
13564134,2017,14
21256732,2019,1
13038378,2016,2
31442256,2021,1
9811835,2019,21
22114784,2020,2
42626072,2020,2
827174,2018,1
14004460,2017,4
27453566,2018,5
8336936,2019,5
39194952,2019,11
14819539,2016,5
21683308,2018,14
16698617,2017,3
23890918,2019,16
16491517,2019,137
811837,2017,1
4919367,2021,1
2246092,2017,19
46003320,2020,5
41223958,2021,1
41913121,2020,15
31196997,2019,2
44326365,2020,3
44261761,2020,8
2003574,2014,7
21876299,2018,1
7588059,2020,1
20422353,2018,1
9542954,2019,13
4703470,2018,14
40515411,2019,5
34260611,2019,1
39368650,2021,2
23767445,2020,1
28798566,2019,1
28544649,2018,23
28091179,2018,2
8113042,2019,2
22013990,2019,6
29872978,2020,2
201257,2015,15
9525563,2020,11
27618694,2018,2
41928855,2020,2
7509362,2018,2
6058893,2016,9
10827499,2020,4
7551589,2018,19
24151104,2019,89
13345219,2016,1
35689506,2019,8
37052166,2019,13
9963177,2018,4
10513644,2018,7
5121147,2016,1
3265121,2017,7
9915505,2020,7
46769224,2021,5
29937322,2019,34
2749954,2016,39
266296,2019,18
17865371,2017,1
30415541,2021,1
26887730,2018,4
6660518,2018,5
46171031,2021,5
21014397,2018,1
15253550,2018,15
29304801,2018,4
45321419,2021,2
35371846,2020,19
12916005,2019,12
6753146,2017,1
30084244,2020,20
22153281,2021,1
17505513,2020,4
33263029,2020,29
30253257,2018,1
32394073,2019,5
3806220,2020,9
19362485,2020,1
15275099,2020,1
23224183,2019,6
3040075,2019,2
5038075,2018,13
29025634,2019,42
20679103,2018,1
3800450,2019,20
43784140,2020,3
25458441,2019,17
23380600,2020,6
20467559,2020,10
241862,2019,1
9191333,2018,8
2209202,2017,2
13636386,2018,27
1866006,2021,4
41804754,2020,1
39212236,2019,1
8115747,2016,37
1748628,2013,3
42523606,2020,9
2406217,2017,2
35474247,2019,7
11558031,2020,1
16762309,2018,1
325429,2012,10
4440379,2017,19
46561833,2020,2
10452541,2017,21
8964205,2016,52
4962119,2021,5
40285314,2020,2
14838533,2017,1
922547,2016,32
6538124,2018,18
3308635,2020,1
653240,2016,42
10543007,2020,10
39879132,2021,3
29182735,2019,2
563514,2016,5
323270,2016,3
4571148,2019,2
4506007,2017,7
30581358,2019,21
17855040,2019,7
590712,2012,2
427512,2019,1
24195011,2020,3
42438139,2020,4
789945,2015,24
25095878,2019,34
6214720,2016,5
625751,2017,7
28608931,2019,74
10233690,2018,3
10390302,2017,15
5038760,2015,1
21583732,2018,6
11765587,2016,14
16656213,2017,11
23660273,2018,35
21099144,2017,1
9653812,2017,5
9746284,2018,19
12886299,2017,1
2323643,2020,2
37616981,2020,5
32948010,2020,5
613181,2015,10
6631426,2019,13
20568666,2021,2
13859353,2016,1
11790990,2017,6
27321968,2019,1
15954310,2019,2
34721979,2019,30
36716725,2020,5
9666312,2016,25
39677202,2020,5
21818654,2018,3
24625038,2021,3
7663270,2019,2
41977110,2021,2
36877408,2019,2
20167325,2021,2
46632043,2020,1
47403681,2021,1
2702351,2018,5
1497622,2016,1
32339963,2019,3
45413953,2020,7
3937627,2018,10
43589858,2020,2
17631077,2017,2
11683453,2018,3
13246949,2020,10
2806791,2017,46
22954644,2019,2
11938288,2016,41
18414799,2018,1
25536476,2020,2
2911650,2018,6
31779942,2020,1
2761331,2019,8
6967068,2018,1
5789674,2017,2
3988787,2015,30
10192564,2017,6
40669124,2021,1
16921284,2019,4
2508620,2014,2
11236996,2017,25
24749769,2019,7
15547787,2018,1
1063491,2019,9
6549069,2016,14
7951977,2021,1
20568666,2018,19
18345358,2019,4
16366019,2017,76
38169430,2019,2
807539,2017,19
3831181,2015,1
26437841,2019,4
23338720,2018,2
40338429,2020,1
29628,2015,34
27577978,2019,3
5062686,2018,1
34520128,2019,2
43350822,2021,3
14003753,2020,1
5509771,2020,7
16593201,2018,24
30528378,2020,2
22226840,2020,33
37887595,2019,4
4781968,2016,2
32516147,2019,3
13398041,2017,1
13839024,2017,27
6597468,2016,27
8735299,2017,2
7130800,2017,1
8459292,2020,2
13935226,2016,4
11438189,2017,53
34684755,2020,20
7170848,2019,44
6840676,2015,3
24714050,2018,29
253877,2015,33
40323811,2020,7
6313771,2021,1
32656804,2020,13
23463185,2019,2
40506118,2019,2
4265653,2019,2
17027734,2019,7
24009116,2019,29
26596992,2018,13
7691844,2015,1
19713670,2019,1
17325246,2019,43
34145342,2020,1
7256125,2021,1
29588738,2018,1
31410512,2019,10
13822089,2018,9
3862587,2017,11
11494026,2017,8
12363360,2016,1
2926747,2014,5
471758,2015,2
22982358,2019,8
12166682,2018,4
16210205,2017,6
7955889,2019,7
21771881,2017,4
9125917,2015,3
29623756,2018,2
15085219,2018,63
30946994,2018,1
16368332,2021,1
21947065,2021,2
968579,2014,5
7594056,2019,5
36183568,2020,1
629102,2019,14
13246949,2019,35
9041081,2015,2
908809,2019,31
39051010,2019,1
16183051,2019,34
15671293,2019,1
17593212,2020,22
2344245,2017,32
16132479,2021,2
37992810,2020,1
18625868,2018,3
8993871,2015,8
426237,2015,11
17469660,2018,6
28991899,2018,1
2489615,2017,3
6434944,2015,3
19482010,2018,6
971894,2019,4
13029947,2018,9
53469,2013,10
3744442,2016,25
22601249,2021,1
5718494,2017,3
20368191,2020,7
13171746,2020,16
2246101,2015,33
28961643,2019,17
9286334,2016,28
31007110,2020,6
27280436,2018,2
5880805,2019,19
37621991,2019,25
14918404,2017,23
21344390,2020,11
6818315,2018,19
41620188,2020,8
13052212,2017,7
9761778,2016,30
18386486,2018,1
39519726,2019,1
15356432,2019,9
10538230,2017,6
7412155,2016,1
1809665,2014,9
36275793,2020,1
28890074,2019,1
45460607,2021,2
14467347,2019,2
750299,2017,1
4471198,2014,4
21011314,2017,1
11329420,2017,15
5741764,2015,12
24433445,2019,2
7797537,2015,3
6682900,2019,69
22709688,2020,2
10587134,2017,1
38663,2015,8
33441524,2019,1
25828301,2020,2
15460477,2017,8
17306146,2017,3
9699981,2016,1
36057248,2019,4
29478604,2020,3
1375848,2013,3
1083510,2015,14
38729634,2020,1
19016338,2019,3
9841972,2020,4
20891229,2020,7
13227605,2019,1
22293398,2017,1
33718274,2020,21
26099336,2018,2
45479182,2021,1
9354299,2018,3
46124981,2020,1
31849476,2021,2
2673102,2020,1
25316042,2021,1
3726587,2016,1
42630669,2020,6
1097534,2017,23
21591729,2017,2
46955276,2021,1
25526927,2019,1
12679698,2020,1
45535691,2020,1
649095,2016,2
5969225,2018,46
24294934,2020,1
298031,2013,16
168810,2013,2
14725509,2019,20
41694722,2020,2
7879212,2020,5
15794701,2019,5
20062165,2018,1
26795835,2019,4
41297136,2020,8
45010819,2021,1
14843733,2017,2
11868367,2019,45
12550943,2017,3
36063558,2020,1
35785714,2020,3
20165947,2017,1
18670629,2018,46
42200554,2021,2
8555810,2019,19
17500210,2019,11
5712202,2016,26
5320507,2018,5
34163779,2020,7
19911089,2018,16
18581343,2018,9
11428436,2018,4
40044501,2019,8
15079220,2017,16
2615923,2018,30
22258920,2018,1
31122233,2019,7
14798760,2016,1
